blank,,saharas_BM3WTHeme_5in1000,,
Wavelength (nm),Abs,Wavelength (nm),Abs,
439.0153809,-8.086023445E-5,439.0153809,0.03905234486,
437.94104,0.0002926359011,437.94104,0.04083839804,
437.0200195,0.0004285983159,437.0200195,0.04296663404,
435.945282,-8.976326353E-5,435.945282,0.0452423878,
435.0239563,-3.753303099E-5,435.0239563,0.04778709635,
433.9488525,-1.154498841E-5,433.9488525,0.04986881092,
433.0271606,0.0002454424393,433.0271606,0.05332840234,
431.9516907,-0.0005847843131,431.9516907,0.05568017811,
431.0296936,-0.0003056574787,431.0296936,0.0593708232,
429.9538269,-0.0001834927534,429.9538269,0.06272642314,
429.0315247,0.0003354304645,429.0315247,0.06641311198,
427.9552917,3.204801033E-5,427.9552917,0.06960090995,
427.0326538,8.452591283E-5,427.0326538,0.07294555008,
425.9560242,1.757692735E-5,425.9560242,0.07607550919,
425.0330811,0.001025906764,425.0330811,0.07889506966,
423.9560852,0.0002130937937,423.9560852,0.08283758163,
423.0328064,-4.219207767E-5,423.0328064,0.08376844972,
421.9554443,0.001166122151,421.9554443,0.08568510413,
421.0318604,0.0009383179131,421.0318604,0.08782681823,
419.9541321,0.0006871686783,419.9541321,0.08833294362,
419.0302124,0.0003046552592,419.0302124,0.08873930573,
417.9521484,0.0003535909054,417.9521484,0.08750555664,
417.0278931,8.543209697E-5,417.0278931,0.08745214343,
415.9494629,0.000254663144,415.9494629,0.08572997898,
415.0249023,-4.126027488E-5,415.0249023,0.08433326334,
413.946106,0.0001155185528,413.946106,0.08232627064,
413.0212402,-0.0002555228712,413.0212402,0.08018009365,
411.9420776,0.0001099257352,411.9420776,0.07943978161,
411.0169067,0.0003822450526,411.0169067,0.07670705765,
409.9373779,0.000636717712,409.9373779,0.0742071569,
409.0119019,0.000292376877,409.0119019,0.07263611257,
407.9320068,-5.011234316E-5,407.9320068,0.07013337314,
407.0062256,0.0001974512707,407.0062256,0.06917507946,
405.9259644,-4.545338015E-5,405.9259644,0.06729598343,
404.9998779,0.0002012064651,404.9998779,0.06630420685,
404.0736694,2.751765533E-5,404.0736694,0.06546720117,
402.9928894,-0.0006168902619,402.9928894,0.06276452541,
402.0663452,0.0004581643734,402.0663452,0.06229099631,
400.9852295,-0.0001288929925,400.9852295,0.06068823859,
400.0584106,3.624186866E-5,400.0584106,0.05974632502,
398.9769287,0.000200999275,398.9769287,0.05980083346,
398.0498047,0.0001708292111,398.0498047,0.05803602934,
396.9679871,-5.855011477E-5,396.9679871,0.05778186396,
396.0405579,4.193547284E-6,396.0405579,0.05689700693,
394.958374,0.0003161309287,394.958374,0.05662536621,
394.0306702,0.0002724317019,394.0306702,0.05539362505,
392.9481506,0.0002345643152,392.9481506,0.0543740578,
392.0201111,0.0005176912528,392.0201111,0.05358325318,
390.9372559,8.670076204E-5,390.9372559,0.05350325629,
390.0089417,0.000392738235,390.0089417,0.05334780738,
388.9257507,-0.0002825310803,388.9257507,0.05076042563,
387.9971619,-0.0002179051808,387.9971619,0.05019671842,
387.0684204,0.0001070257786,387.0684204,0.04953491315,
385.9847107,0.0004413469578,385.9847107,0.04892142117,
385.0556946,7.989144797E-5,385.0556946,0.04773733765,
383.9716492,-6.72465394E-5,383.9716492,0.04704308882,
383.0423279,-0.0001748504001,383.0423279,0.04639847949,
381.9579468,-0.001331808046,381.9579468,0.04501443356,
381.0283508,-1.465121113E-5,381.0283508,0.04539326578,
379.943634,-0.0002408797736,379.943634,0.04427266493,
379.0137634,-0.0002926199231,379.0137634,0.04458452761,
377.9287109,2.560197754E-5,377.9287109,0.04409518465,
376.9985352,0.0002477735106,376.9985352,0.04426283389,
376.0682373,6.645436224E-5,376.0682373,0.04324163869,
374.9827271,0.000532723323,374.9827271,0.04281525314,
374.052124,-0.0001252182556,374.052124,0.04203650355,
372.9662781,0.0005913791247,372.9662781,0.04295045882,
372.0354004,0.0009118838934,372.0354004,0.0418426618,
370.9492493,0.0004724168975,370.9492493,0.04226792231,
370.0180969,-0.00014338459,370.0180969,0.0409806408,
368.9315796,-0.0004744893522,368.9315796,0.04064020142,
368.0001831,0.0005797406193,368.0001831,0.04079716653,
367.068634,-0.0002254082792,367.068634,0.0403576903,
365.9816589,3.096072032E-5,365.9816589,0.0400582701,
365.0498352,0.0001917538029,365.0498352,0.04035712034,
363.9625244,9.894744289E-5,363.9625244,0.03935991228,
363.030426,0.0004939780338,363.030426,0.03980629519,
361.9428406,0.0001070516737,361.9428406,0.03927812353,
361.0104675,0.0002137153642,361.0104675,0.03916686401,
359.9225159,0.0001606003498,359.9225159,0.03856147081,
